gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,50 m Freestyle 2,Gold,CRICHTON Roly,NZL,New Zealand,,Swimming,1984,
Men,50 m Freestyle 3,Gold,PAWLOWSKI Arkadiusz,POL,Poland,,Swimming,1984,
Men,100 m Freestyle 1A,Gold,KENNY Mike,GBR,United Kingdom,,Swimming,1984,
Men,100 m Freestyle 1B,Gold,CAIRNS Kenneth,GBR,United Kingdom,,Swimming,1984,
Men,100 m Freestyle 1C,Gold,SLECZKA Krzysztof,POL,Poland,,Swimming,1984,
Men,100 m Freestyle A1,Gold,ROSAGER Streen,DEN,Denmark,,Swimming,1984,
Men,100 m Freestyle A2,Gold,RUBNER Bernd,GER,Germany,,Swimming,1984,
Men,100 m Freestyle A3,Gold,TRONDSEN Erling,NOR,Norway,,Swimming,1984,
Men,100 m Freestyle A4,Gold,ERYD Sven,SWE,Sweden,,Swimming,1984,
Men,100 m Freestyle A5,Gold,KOZON Bogdan,POL,Poland,,Swimming,1984,
Men,100 m Freestyle A6,Gold,SCHROEDER Karl,GER,Germany,,Swimming,1984,
Men,100 m Freestyle A7,Gold,WOJCIECHOWSKI Andrzej,POL,Poland,,Swimming,1984,
Men,100 m Freestyle A8,Gold,HAMMOND Gregory,AUS,Australia,,Swimming,1984,
Men,100 m Freestyle A9,Gold,HILDEBRANDT Frits,NED,Netherlands,,Swimming,1984,
Men,100 m Freestyle B1,Gold,SJOGREN Hans,SWE,Sweden,,Swimming,1984,
Men,100 m Freestyle B2,Gold,MORGAN John,USA,United States of America,,Swimming,1984,
Men,100 m Freestyle B3,Gold,OTHMAR Carsten,GER,Germany,,Swimming,1984,
Men,100 m Freestyle C4,Gold,SURGEONER Robin,GBR,United Kingdom,,Swimming,1984,
Men,100 m Freestyle C5,Gold,DAHL Stephan,DEN,Denmark,,Swimming,1984,
Men,100 m Freestyle C6,Gold,WALDEN Robert,AUS,Australia,,Swimming,1984,
Men,100 m Freestyle C7,Gold,OSLAND Stig,NOR,Norway,,Swimming,1984,
Men,100 m Freestyle C8,Gold,ROSELLE Ronald,NED,Netherlands,,Swimming,1984,
Men,100 m Freestyle L4,Gold,POULISSE Marcel,NED,Netherlands,,Swimming,1984,
Men,100 m Freestyle L5,Gold,GOMEZ Alberto,ESP,Spain,,Swimming,1984,
Men,100 m Freestyle L6,Gold,CHALMERS Malcom,AUS,Australia,,Swimming,1984,
Men,100 m Freestyle 4,Gold,OLSSON Anders,SWE,Sweden,,Swimming,1984,
Men,100 m Freestyle 5,Gold,RYDING Wayne,AUS,Australia,,Swimming,1984,
Men,100 m Freestyle 6,Gold,HAINEY Tomas,CAN,Canada,,Swimming,1984,
Men,100 m Freestyle 6,Gold,BERGMAN Uri,ISR,Israel,,Swimming,1984,
Men,200 m Freestyle C4,Gold,SURGEONER Robin,GBR,United Kingdom,,Swimming,1984,
Men,200 m Freestyle C5,Gold,DAHL Stephan,DEN,Denmark,,Swimming,1984,
Men,200 m Freestyle C6,Gold,WALDEN Robert,AUS,Australia,,Swimming,1984,
Men,200 m Freestyle C7,Gold,OSLAND Stig,NOR,Norway,,Swimming,1984,
Men,200 m Freestyle C8,Gold,MAYR Karl,AUT,Austria,,Swimming,1984,
Men,200 m Freestyle 2,Gold,SZPOJNAROWICZ Marek,POL,Poland,,Swimming,1984,
Men,200 m Freestyle 3,Gold,PAWLOWSKI Arkadiusz,POL,Poland,,Swimming,1984,
Men,400 m Freestyle A2,Gold,RUBNER Bernd,GER,Germany,,Swimming,1984,
Men,400 m Freestyle A4,Gold,GUDGEON Gary,AUS,Australia,,Swimming,1984,
Men,400 m Freestyle B1,Gold,SJOGREN Hans,SWE,Sweden,,Swimming,1984,
Men,400 m Freestyle B2,Gold,MORGAN John,USA,United States of America,,Swimming,1984,
Men,400 m Freestyle B3,Gold,OTHMAR Carsten,GER,Germany,,Swimming,1984,
Men,400 m Freestyle 4,Gold,PINTO Shlomo,ISR,Israel,,Swimming,1984,
Men,400 m Freestyle 5,Gold,BETEGA G.,FRA,France,,Swimming,1984,
Men,400 m Freestyle 6,Gold,HAINEY Tomas,CAN,Canada,,Swimming,1984,
Men,25 m Backstroke 1A,Gold,KENNY Mike,GBR,United Kingdom,,Swimming,1984,
Men,25 m Backstroke 1B,Gold,CAIRNS Kenneth,GBR,United Kingdom,,Swimming,1984,
Men,25 m Backstroke 1C,Gold,SLECZKA Krzysztof,POL,Poland,,Swimming,1984,
Men,25 m Backstroke C3,Gold,COUGOUILLE Didier,FRA,France,,Swimming,1984,
Men,25 m Backstroke C6,Gold,KAUDE Henri,LUX,Luxembourg,,Swimming,1984,
Men,25 m Backstroke L1,Gold,PETERSSON John,DEN,Denmark,,Swimming,1984,
Men,25 m Backstroke L2,Gold,LANDRA Michel,FRA,France,,Swimming,1984,
Men,50 m Backstroke A5,Gold,KOZON Bogdan,POL,Poland,,Swimming,1984,
Men,50 m Backstroke A9,Gold,HILDEBRANDT Frits,NED,Netherlands,,Swimming,1984,
Men,50 m Backstroke C4,Gold,SURGEONER Robin,GBR,United Kingdom,,Swimming,1984,
Men,50 m Backstroke C5,Gold,MANSELL Martin,GBR,United Kingdom,,Swimming,1984,
Men,50 m Backstroke C7,Gold,PITTENS Eric,NED,Netherlands,,Swimming,1984,
Men,50 m Backstroke C8,Gold,PARRY Bill,CAN,Canada,,Swimming,1984,
Men,50 m Backstroke L3,Gold,TOTH Andras,HUN,Hungary,,Swimming,1984,
Men,50 m Backstroke 2,Gold,SZPOJNAROWICZ Marek,POL,Poland,,Swimming,1984,
Men,50 m Backstroke 3,Gold,OWCZAREK Miroslaw,POL,Poland,,Swimming,1984,
Men,100 m Backstroke A1,Gold,ROSAGER Streen,DEN,Denmark,,Swimming,1984,
Men,100 m Backstroke A2,Gold,RUBNER Bernd,GER,Germany,,Swimming,1984,
Men,100 m Backstroke A3,Gold,TRONDSEN Erling,NOR,Norway,,Swimming,1984,
Men,100 m Backstroke A4,Gold,SIMPSON Gary,CAN,Canada,,Swimming,1984,
Men,100 m Backstroke A6,Gold,SCHROEDER Karl,GER,Germany,,Swimming,1984,
Men,100 m Backstroke A7,Gold,BARNBECK Heinz,GER,Germany,,Swimming,1984,
Men,100 m Backstroke A8,Gold,VAN BUITEN Andre,NED,Netherlands,,Swimming,1984,
Men,100 m Backstroke B1,Gold,SJOGREN Hans,SWE,Sweden,,Swimming,1984,
Men,100 m Backstroke B2,Gold,ANDERSSON Per,SWE,Sweden,,Swimming,1984,
Men,100 m Backstroke B3,Gold,OTHMAR Carsten,GER,Germany,,Swimming,1984,
Men,100 m Backstroke C4,Gold,JENSEN Jorn Ole,DEN,Denmark,,Swimming,1984,
Men,100 m Backstroke C5,Gold,DAHL Stephan,DEN,Denmark,,Swimming,1984,
Men,100 m Backstroke C7,Gold,PITTENS Eric,NED,Netherlands,,Swimming,1984,
Men,100 m Backstroke C8,Gold,SCHNITZER Markus,GER,Germany,,Swimming,1984,
Men,100 m Backstroke L4,Gold,JIMENEZ Eugenio,ESP,Spain,,Swimming,1984,
Men,100 m Backstroke L5,Gold,GOMEZ Alberto,ESP,Spain,,Swimming,1984,
Men,100 m Backstroke L6,Gold,STETTNER Ferenc,HUN,Hungary,,Swimming,1984,
Men,100 m Backstroke 4,Gold,NILSSON Gunnar,SWE,Sweden,,Swimming,1984,
Men,100 m Backstroke 5,Gold,BETEGA G.,FRA,France,,Swimming,1984,
Men,100 m Backstroke 6,Gold,DUNNE Gerard,IRL,Ireland,,Swimming,1984,
Men,25 m Breaststroke 1A,Gold,KENNY Mike,GBR,United Kingdom,,Swimming,1984,
Men,25 m Breaststroke 1B,Gold,CAIRNS Kenneth,GBR,United Kingdom,,Swimming,1984,
Men,25 m Breaststroke 1C,Gold,SLECZKA Krzysztof,POL,Poland,,Swimming,1984,
Men,25 m Breaststroke 1C,Gold,PANCALLI Luca,ITA,Italy,,Swimming,1984,
Men,50 m Breaststroke A5,Gold,KOZON Bogdan,POL,Poland,,Swimming,1984,
Men,50 m Breaststroke A9,Gold,DE HOOP Gerrie,NED,Netherlands,,Swimming,1984,
Men,50 m Breaststroke B1,Gold,WAAYER Rene,NED,Netherlands,,Swimming,1984,
Men,50 m Breaststroke B2,Gold,GHYSEL Eric,FRA,France,,Swimming,1984,
Men,50 m Breaststroke B3,Gold,HATCHER Robert,USA,United States of America,,Swimming,1984,
Men,50 m Breaststroke C8,Gold,MOWERY Charles,USA,United States of America,,Swimming,1984,
Men,50 m Breaststroke L3,Gold,FLORES Francisco,ESP,Spain,,Swimming,1984,
Men,50 m Breaststroke 2,Gold,HALLAM Chris,GBR,United Kingdom,,Swimming,1984,
Men,50 m Breaststroke 3,Gold,PAWLOWSKI Arkadiusz,POL,Poland,,Swimming,1984,
Men,100 m Breaststroke A1,Gold,DUKAI Geza,HUN,Hungary,,Swimming,1984,
Men,100 m Breaststroke A2,Gold,CHRYCZYK Jan,POL,Poland,,Swimming,1984,
Men,100 m Breaststroke A3,Gold,TRONDSEN Erling,NOR,Norway,,Swimming,1984,
Men,100 m Breaststroke A4,Gold,GUDGEON Gary,AUS,Australia,,Swimming,1984,
Men,100 m Breaststroke A6,Gold,SCHROEDER Karl,GER,Germany,,Swimming,1984,
Men,100 m Breaststroke A8,Gold,HAMMOND Gregory,AUS,Australia,,Swimming,1984,
Men,100 m Breaststroke B1,Gold,NEDERMAN Lars-Ove,SWE,Sweden,,Swimming,1984,
Men,100 m Breaststroke B2,Gold,ERIKSSON Anders,SWE,Sweden,,Swimming,1984,
Men,100 m Breaststroke B3,Gold,HOYLE Mark,CAN,Canada,,Swimming,1984,
Men,100 m Breaststroke C8,Gold,ROSELLE Ronald,NED,Netherlands,,Swimming,1984,
Men,100 m Breaststroke L4,Gold,FLEURY Eric,FRA,France,,Swimming,1984,
Men,100 m Breaststroke L5,Gold,VAN DER MEIJDEN Theo,NED,Netherlands,,Swimming,1984,
Men,100 m Breaststroke L6,Gold,JESZENSZKY Attila,HUN,Hungary,,Swimming,1984,
Men,100 m Breaststroke 4,Gold,WIEDEMAN P.,GER,Germany,,Swimming,1984,
Men,100 m Breaststroke 5,Gold,BETEGA G.,FRA,France,,Swimming,1984,
Men,100 m Breaststroke 6,Gold,HAINEY Tomas,CAN,Canada,,Swimming,1984,
Men,400 m Breaststroke B1,Gold,MCISAAC Timothy,CAN,Canada,,Swimming,1984,
Men,400 m Breaststroke B2,Gold,ERIKSSON Anders,SWE,Sweden,,Swimming,1984,
Men,400 m Breaststroke B3,Gold,HOYLE Mark,CAN,Canada,,Swimming,1984,
Men,25 m Butterfly 1B,Gold,GREEN S.,USA,United States of America,,Swimming,1984,
Men,25 m Butterfly 1C,Gold,PANCALLI Luca,ITA,Italy,,Swimming,1984,
Men,25 m Butterfly 2,Gold,SZPOJNAROWICZ Marek,POL,Poland,,Swimming,1984,
Men,25 m Butterfly 3,Gold,PAWLOWSKI Arkadiusz,POL,Poland,,Swimming,1984,
Men,50 m Butterfly C8,Gold,MAYR Karl,AUT,Austria,,Swimming,1984,
Men,50 m Butterfly 4,Gold,OLSSON Anders,SWE,Sweden,,Swimming,1984,
Men,100 m Butterfly A1,Gold,DUKAI Geza,HUN,Hungary,,Swimming,1984,
Men,100 m Butterfly A2,Gold,ALDOUS Peter,GBR,United Kingdom,,Swimming,1984,
Men,100 m Butterfly A3,Gold,TRONDSEN Erling,NOR,Norway,,Swimming,1984,
Men,100 m Butterfly A4,Gold,GUDGEON Gary,AUS,Australia,,Swimming,1984,
Men,100 m Butterfly A8,Gold,VAN BUITEN Andre,NED,Netherlands,,Swimming,1984,
Men,100 m Butterfly B1,Gold,MUIRHEAD James,GBR,United Kingdom,,Swimming,1984,
Men,100 m Butterfly B2,Gold,MORGAN John,USA,United States of America,,Swimming,1984,
Men,100 m Butterfly B3,Gold,EDGSON Michael,CAN,Canada,,Swimming,1984,
Men,100 m Butterfly L4,Gold,JOFRE Alberto,ESP,Spain,,Swimming,1984,
Men,100 m Butterfly L5,Gold,DUPIN Claude,FRA,France,,Swimming,1984,
Men,100 m Butterfly L6,Gold,JESZENSZKY Attila,HUN,Hungary,,Swimming,1984,
Men,100 m Butterfly 5,Gold,BETEGA G.,FRA,France,,Swimming,1984,
Men,100 m Butterfly 6,Gold,DUNNE Gerard,IRL,Ireland,,Swimming,1984,
Men,3x25 m Individual Medley 1B,Gold,KENNY Mike,GBR,United Kingdom,,Swimming,1984,
Men,3x25 m Individual Medley 1C,Gold,SLECZKA Krzysztof,POL,Poland,,Swimming,1984,
Men,150 m Individual Medley A5,Gold,KOZON Bogdan,POL,Poland,,Swimming,1984,
Men,150 m Individual Medley A9,Gold,DE HOOP Gerrie,NED,Netherlands,,Swimming,1984,
Men,3x50 m Individual Medley C8,Gold,ROSELLE Ronald,NED,Netherlands,,Swimming,1984,
Men,200 m Individual Medley A1,Gold,DUKAI Geza,HUN,Hungary,,Swimming,1984,
Men,200 m Individual Medley A2,Gold,CHRYCZYK Jan,POL,Poland,,Swimming,1984,
Men,200 m Individual Medley A3,Gold,TRONDSEN Erling,NOR,Norway,,Swimming,1984,
Men,200 m Individual Medley A4,Gold,GUDGEON Gary,AUS,Australia,,Swimming,1984,
Men,200 m Individual Medley A6,Gold,SCHROEDER Karl,GER,Germany,,Swimming,1984,
Men,200 m Individual Medley A7,Gold,WOJCIECHOWSKI Andrzej,POL,Poland,,Swimming,1984,
Men,200 m Individual Medley A8,Gold,VAN BUITEN Andre,NED,Netherlands,,Swimming,1984,
Men,200 m Individual Medley B1,Gold,SJOGREN Hans,SWE,Sweden,,Swimming,1984,
Men,200 m Individual Medley B2,Gold,MORGAN John,USA,United States of America,,Swimming,1984,
Men,200 m Individual Medley B3,Gold,EDGSON Michael,CAN,Canada,,Swimming,1984,
Men,200 m Individual Medley L4,Gold,CASTANE Juan,ESP,Spain,,Swimming,1984,
Men,200 m Individual Medley L5,Gold,DUPIN Claude,FRA,France,,Swimming,1984,
Men,200 m Individual Medley L6,Gold,JESZENSZKY Attila,HUN,Hungary,,Swimming,1984,
Men,400 m Individual Medley B1,Gold,MCISAAC Timothy,CAN,Canada,,Swimming,1984,
Men,400 m Individual Medley B2,Gold,MORGAN John,USA,United States of America,,Swimming,1984,
Men,400 m Individual Medley B3,Gold,EDGSON Michael,CAN,Canada,,Swimming,1984,
Men,3x25 m Freestyle Relay 1A-1C,Gold,FR Germany,GER,Germany,,Swimming,1984,
Men,3x50 m Medley Relay 2-4,Gold,Israel,ISR,Israel,,Swimming,1984,
Women,25 m Freestyle 1B,Gold,GUSTAFSON M.,CAN,Canada,,Swimming,1984,
Women,25 m Freestyle 1C,Gold,ERIKSSON Kerstin,SWE,Sweden,,Swimming,1984,
Women,25 m Freestyle C2,Gold,WISCOMBE Diane,GBR,United Kingdom,,Swimming,1984,
Women,25 m Freestyle C3,Gold,PIERRE Beatrice,FRA,France,,Swimming,1984,
Women,25 m Freestyle C6,Gold,CHICK Susan,CAN,Canada,,Swimming,1984,
Women,25 m Freestyle L1,Gold,PAYROUX Genevieve,FRA,France,,Swimming,1984,
Women,25 m Freestyle L2,Gold,AHNELL Annika,SWE,Sweden,,Swimming,1984,
Women,25 m Freestyle with Aids C1,Gold,WILLOWS Debbie,CAN,Canada,,Swimming,1984,
Women,25 m Freestyle with Aids C2,Gold,SMITH Valerie,GBR,United Kingdom,,Swimming,1984,
Women,50 m Freestyle B1,Gold,LOW Mary Ann,GBR,United Kingdom,,Swimming,1984,
Women,50 m Freestyle B2,Gold,ANDERSSON Eva,SWE,Sweden,,Swimming,1984,
Women,50 m Freestyle B3,Gold,JOHNSON Lori,USA,United States of America,,Swimming,1984,
Women,50 m Freestyle C3,Gold,PIERRE Beatrice,FRA,France,,Swimming,1984,
Women,50 m Freestyle C4,Gold,HAGEN Vibeke,NOR,Norway,,Swimming,1984,
Women,50 m Freestyle C5,Gold,ROMERO Jolanda,NED,Netherlands,,Swimming,1984,
Women,50 m Freestyle C6,Gold,CHICK Susan,CAN,Canada,,Swimming,1984,
Women,50 m Freestyle C7,Gold,PROUST Stephanie,FRA,France,,Swimming,1984,
Women,50 m Freestyle C8,Gold,GOODRICH Judy,CAN,Canada,,Swimming,1984,
Women,50 m Freestyle L3,Gold,HERRERAS Teresa,ESP,Spain,,Swimming,1984,
Women,50 m Freestyle 2,Gold,FAUCHE J.,CAN,Canada,,Swimming,1984,
Women,50 m Freestyle 3,Gold,ADAMIK Malgozata,POL,Poland,,Swimming,1984,
Women,100 m Freestyle 1B,Gold,BONISCH S.,GER,Germany,,Swimming,1984,
Women,100 m Freestyle A1,Gold,SIEGERS Britta,GER,Germany,,Swimming,1984,
Women,100 m Freestyle A2,Gold,RAES Liesbeth,NED,Netherlands,,Swimming,1984,
Women,100 m Freestyle A4,Gold,BRUNNER Helena,AUS,Australia,,Swimming,1984,
Women,100 m Freestyle A6,Gold,VAN DUYN Annemiek,NED,Netherlands,,Swimming,1984,
Women,100 m Freestyle A8,Gold,AHRENSTRAND Annelie,SWE,Sweden,,Swimming,1984,
Women,100 m Freestyle A9,Gold,LAKE Josee,CAN,Canada,,Swimming,1984,
Women,100 m Freestyle B1,Gold,MICHEL Yvette,CAN,Canada,,Swimming,1984,
Women,100 m Freestyle B2,Gold,ZORN Trischa,USA,United States of America,,Swimming,1984,
Women,100 m Freestyle B3,Gold,EILER Barbara,USA,United States of America,,Swimming,1984,
Women,100 m Freestyle C3,Gold,PIERRE Beatrice,FRA,France,,Swimming,1984,
Women,100 m Freestyle C4,Gold,HAGEN Vibeke,NOR,Norway,,Swimming,1984,
Women,100 m Freestyle C5,Gold,ROMERO Jolanda,NED,Netherlands,,Swimming,1984,
Women,100 m Freestyle C7,Gold,PROUST Stephanie,FRA,France,,Swimming,1984,
Women,100 m Freestyle C8,Gold,GOODRICH Judy,CAN,Canada,,Swimming,1984,
Women,100 m Freestyle L4,Gold,SANDERS Mirjam,NED,Netherlands,,Swimming,1984,
Women,100 m Freestyle L5,Gold,BERAUDIAS Agnes,FRA,France,,Swimming,1984,
Women,100 m Freestyle L6,Gold,PALENCIA Immaculada,ESP,Spain,,Swimming,1984,
Women,100 m Freestyle 4,Gold,BEVARD Marcia,USA,United States of America,,Swimming,1984,
Women,100 m Freestyle 5,Gold,DELORME P.,FRA,France,,Swimming,1984,
Women,100 m Freestyle 6,Gold,PETTERSEN H.,NOR,Norway,,Swimming,1984,
Women,200 m Freestyle C4,Gold,HAGEN Vibeke,NOR,Norway,,Swimming,1984,
Women,200 m Freestyle C5,Gold,ROMERO Jolanda,NED,Netherlands,,Swimming,1984,
Women,200 m Freestyle C7,Gold,PROUST Stephanie,FRA,France,,Swimming,1984,
Women,200 m Freestyle 2,Gold,FAUCHE J.,CAN,Canada,,Swimming,1984,
Women,200 m Freestyle 3,Gold,ADAMIK Malgozata,POL,Poland,,Swimming,1984,
Women,400 m Freestyle A2,Gold,RAES Liesbeth,NED,Netherlands,,Swimming,1984,
Women,400 m Freestyle A4,Gold,BRUNNER Helena,AUS,Australia,,Swimming,1984,
Women,400 m Freestyle B1,Gold,TJERNBERG Magdalena,SWE,Sweden,,Swimming,1984,
Women,400 m Freestyle B2,Gold,ANDERSSON Eva,SWE,Sweden,,Swimming,1984,
Women,400 m Freestyle B3,Gold,WALLACE Mary-Anne,AUS,Australia,,Swimming,1984,
Women,400 m Freestyle 4,Gold,BEVARD Marcia,USA,United States of America,,Swimming,1984,
Women,400 m Freestyle 5,Gold,DELORME P.,FRA,France,,Swimming,1984,
Women,400 m Freestyle 6,Gold,PETTERSEN H.,NOR,Norway,,Swimming,1984,
Women,25 m Backstroke 1B,Gold,BONISCH S.,GER,Germany,,Swimming,1984,
Women,25 m Backstroke 1C,Gold,ERIKSSON Kerstin,SWE,Sweden,,Swimming,1984,
Women,25 m Backstroke C3,Gold,PIERRE Beatrice,FRA,France,,Swimming,1984,
Women,25 m Backstroke C6,Gold,CLOONAN Morna,IRL,Ireland,,Swimming,1984,
Women,25 m Backstroke L1,Gold,OSTERSTROM Anne-Lie,SWE,Sweden,,Swimming,1984,
Women,25 m Backstroke L2,Gold,AHNELL Annika,SWE,Sweden,,Swimming,1984,
Women,50 m Backstroke A9,Gold,LAKE Josee,CAN,Canada,,Swimming,1984,
Women,50 m Backstroke C5,Gold,ROMERO Jolanda,NED,Netherlands,,Swimming,1984,
Women,50 m Backstroke C7,Gold,HENDRIKS Diane,NED,Netherlands,,Swimming,1984,
Women,50 m Backstroke C8,Gold,GOODRICH Judy,CAN,Canada,,Swimming,1984,
Women,50 m Backstroke L3,Gold,SCHAD Petra,GER,Germany,,Swimming,1984,
Women,50 m Backstroke 2,Gold,ABELS S.,NED,Netherlands,,Swimming,1984,
Women,50 m Backstroke 3,Gold,CRESPO M. Therese,FRA,France,,Swimming,1984,
Women,100 m Backstroke A1,Gold,SIEGERS Britta,GER,Germany,,Swimming,1984,
Women,100 m Backstroke A2,Gold,GESIERICH Karen,GER,Germany,,Swimming,1984,
Women,100 m Backstroke A4,Gold,BRUNNER Helena,AUS,Australia,,Swimming,1984,
Women,100 m Backstroke A6,Gold,VAN DUYN Annemiek,NED,Netherlands,,Swimming,1984,
Women,100 m Backstroke A8,Gold,AHRENSTRAND Annelie,SWE,Sweden,,Swimming,1984,
Women,100 m Backstroke B1,Gold,MICHEL Yvette,CAN,Canada,,Swimming,1984,
Women,100 m Backstroke B2,Gold,ZORN Trischa,USA,United States of America,,Swimming,1984,
Women,100 m Backstroke B3,Gold,EILER Barbara,USA,United States of America,,Swimming,1984,
Women,100 m Backstroke C4,Gold,DE LATER Henriette,NED,Netherlands,,Swimming,1984,
Women,100 m Backstroke C5,Gold,ROMERO Jolanda,NED,Netherlands,,Swimming,1984,
Women,100 m Backstroke C7,Gold,HENDRIKS Diane,NED,Netherlands,,Swimming,1984,
Women,100 m Backstroke C8,Gold,HAGERAATS Ineke,NED,Netherlands,,Swimming,1984,
Women,100 m Backstroke L4,Gold,PEIRO Ana,ESP,Spain,,Swimming,1984,
Women,100 m Backstroke L5,Gold,BERAUDIAS Agnes,FRA,France,,Swimming,1984,
Women,100 m Backstroke L6,Gold,AGUILERA Manuela,ESP,Spain,,Swimming,1984,
Women,100 m Backstroke 4,Gold,BEVARD Marcia,USA,United States of America,,Swimming,1984,
Women,100 m Backstroke 5,Gold,DELORME P.,FRA,France,,Swimming,1984,
Women,100 m Backstroke 6,Gold,PETTERSEN H.,NOR,Norway,,Swimming,1984,
Women,25 m Breaststroke 1B,Gold,BARR Isabel,GBR,United Kingdom,,Swimming,1984,
Women,25 m Breaststroke 1C,Gold,ERIKSSON Kerstin,SWE,Sweden,,Swimming,1984,
Women,50 m Breaststroke A9,Gold,LAKE Josee,CAN,Canada,,Swimming,1984,
Women,50 m Breaststroke B1,Gold,BURTON Janice,GBR,United Kingdom,,Swimming,1984,
Women,50 m Breaststroke B2,Gold,WITTERS Jean,USA,United States of America,,Swimming,1984,
Women,50 m Breaststroke B3,Gold,VANLIERE Marie,USA,United States of America,,Swimming,1984,
Women,50 m Breaststroke C8,Gold,HAGERAATS Ineke,NED,Netherlands,,Swimming,1984,
Women,50 m Breaststroke L3,Gold,HERRERAS Teresa,ESP,Spain,,Swimming,1984,
Women,50 m Breaststroke 2,Gold,QUELL Margit,GER,Germany,,Swimming,1984,
Women,50 m Breaststroke 3,Gold,LUNDBORG Monika,SWE,Sweden,,Swimming,1984,
Women,100 m Breaststroke A1,Gold,ANDERSON Cheryl,USA,United States of America,,Swimming,1984,
Women,100 m Breaststroke A2,Gold,WILSON Jan,USA,United States of America,,Swimming,1984,
Women,100 m Breaststroke A4,Gold,VERKUIL Janet,NED,Netherlands,,Swimming,1984,
Women,100 m Breaststroke A6,Gold,EAMES Rosemary,AUS,Australia,,Swimming,1984,
Women,100 m Breaststroke A8,Gold,DURANDEAU Isabelle,FRA,France,,Swimming,1984,
Women,100 m Breaststroke B1,Gold,TJERNBERG Magdalena,SWE,Sweden,,Swimming,1984,
Women,100 m Breaststroke B2,Gold,RUNYON Vurah,USA,United States of America,,Swimming,1984,
Women,100 m Breaststroke B3,Gold,TJERNBERG Gabriella,SWE,Sweden,,Swimming,1984,
Women,100 m Breaststroke C8,Gold,HAGERAATS Ineke,NED,Netherlands,,Swimming,1984,
Women,100 m Breaststroke L4,Gold,SANDERS Mirjam,NED,Netherlands,,Swimming,1984,
Women,100 m Breaststroke L5,Gold,HEIRBAUT Petra,NED,Netherlands,,Swimming,1984,
Women,100 m Breaststroke L6,Gold,HOFFMAN Judit,HUN,Hungary,,Swimming,1984,
Women,100 m Breaststroke 4,Gold,BEVARD Marcia,USA,United States of America,,Swimming,1984,
Women,100 m Breaststroke 5,Gold,JONKER S.,NED,Netherlands,,Swimming,1984,
Women,400 m Breaststroke B1,Gold,TJERNBERG Magdalena,SWE,Sweden,,Swimming,1984,
Women,400 m Breaststroke B3,Gold,SCHMITT Cathy,USA,United States of America,,Swimming,1984,
Women,25 m Butterfly 1B,Gold,BARR Isabel,GBR,United Kingdom,,Swimming,1984,
Women,25 m Butterfly 2,Gold,FAUCHE J.,CAN,Canada,,Swimming,1984,
Women,25 m Butterfly 3,Gold,LUNDBORG Monika,SWE,Sweden,,Swimming,1984,
Women,50 m Butterfly 4,Gold,BEVARD Marcia,USA,United States of America,,Swimming,1984,
Women,100 m Butterfly A2,Gold,RAES Liesbeth,NED,Netherlands,,Swimming,1984,
Women,100 m Butterfly A6,Gold,VAN DUYN Annemiek,NED,Netherlands,,Swimming,1984,
Women,100 m Butterfly A8,Gold,AHRENSTRAND Annelie,SWE,Sweden,,Swimming,1984,
Women,100 m Butterfly B1,Gold,TJERNBERG Magdalena,SWE,Sweden,,Swimming,1984,
Women,100 m Butterfly B2,Gold,ZORN Trischa,USA,United States of America,,Swimming,1984,
Women,100 m Butterfly B3,Gold,EILER Barbara,USA,United States of America,,Swimming,1984,
Women,100 m Butterfly L4,Gold,PEIRO Ana,ESP,Spain,,Swimming,1984,
Women,100 m Butterfly L5,Gold,BERAUDIAS Agnes,FRA,France,,Swimming,1984,
Women,100 m Butterfly L6,Gold,PALENCIA Immaculada,ESP,Spain,,Swimming,1984,
Women,100 m Butterfly 5,Gold,KOZLOWSKA Malgorzata,POL,Poland,,Swimming,1984,
Women,100 m Butterfly 6,Gold,PETTERSEN H.,NOR,Norway,,Swimming,1984,
Women,3x25 m Individual Medley 1B,Gold,BARR Isabel,GBR,United Kingdom,,Swimming,1984,
Women,150 m Individual Medley A9,Gold,LAKE Josee,CAN,Canada,,Swimming,1984,
Women,200 m Individual Medley A1,Gold,ANDERSON Cheryl,USA,United States of America,,Swimming,1984,
Women,200 m Individual Medley A2,Gold,RAES Liesbeth,NED,Netherlands,,Swimming,1984,
Women,200 m Individual Medley A4,Gold,VERKUIL Janet,NED,Netherlands,,Swimming,1984,
Women,200 m Individual Medley A6,Gold,VAN DUYN Annemiek,NED,Netherlands,,Swimming,1984,
Women,200 m Individual Medley A8,Gold,AHRENSTRAND Annelie,SWE,Sweden,,Swimming,1984,
Women,200 m Individual Medley B1,Gold,MICHEL Yvette,CAN,Canada,,Swimming,1984,
Women,200 m Individual Medley B2,Gold,ZORN Trischa,USA,United States of America,,Swimming,1984,
Women,200 m Individual Medley B3,Gold,EILER Barbara,USA,United States of America,,Swimming,1984,
Women,200 m Individual Medley L4,Gold,PEIRO Ana,ESP,Spain,,Swimming,1984,
Women,200 m Individual Medley L5,Gold,BERAUDIAS Agnes,FRA,France,,Swimming,1984,
Women,200 m Individual Medley L6,Gold,AGUILERA Manuela,ESP,Spain,,Swimming,1984,
Women,400 m Individual Medley B1,Gold,ROSSI Andrea,CAN,Canada,,Swimming,1984,
Women,400 m Individual Medley B2,Gold,ZORN Trischa,USA,United States of America,,Swimming,1984,
